epoch,date,node,ts2,component,severity,dt,template_id,delta_s,hour
1117957045,2005.06.05,R20-M1-N8-C:J04-U01,2005-06-05-00.37.25.012681,KERNEL,INFO,2005-06-05 00:37:25.012681,4,64.066885,0
1117959501,2005.06.05,R24-M0-NE-C:J14-U11,2005-06-05-01.18.21.778604,KERNEL,INFO,2005-06-05 01:18:21.778604,4,2456.765923,1
1117959513,2005.06.05,R21-M1-N2-C:J11-U01,2005-06-05-01.18.33.830595,KERNEL,INFO,2005-06-05 01:18:33.830595,4,12.051991,1
1117959563,2005.06.05,R24-M0-N8-C:J04-U11,2005-06-05-01.19.23.822135,KERNEL,INFO,2005-06-05 01:19:23.822135,4,49.99154,1
1117973759,2005.06.05,R31-M0-NE-C:J05-U11,2005-06-05-05.15.59.416717,KERNEL,INFO,2005-06-05 05:15:59.416717,4,14195.594582,5
1117973786,2005.06.05,R36-M0-NA-C:J06-U01,2005-06-05-05.16.26.686603,KERNEL,INFO,2005-06-05 05:16:26.686603,4,27.269886,5
1117973919,2005.06.05,R33-M0-N4-C:J02-U11,2005-06-05-05.18.39.396608,KERNEL,INFO,2005-06-05 05:18:39.396608,4,132.710005,5
1117974206,2005.06.05,R22-M0-ND-C:J10-U11,2005-06-05-05.23.26.239153,KERNEL,INFO,2005-06-05 05:23:26.239153,4,286.842545,5
1117974463,2005.06.05,R27-M0-N6-C:J10-U01,2005-06-05-05.27.43.336565,KERNEL,INFO,2005-06-05 05:27:43.336565,4,257.097412,5
1117975251,2005.06.05,R26-M1-N8-C:J17-U11,2005-06-05-05.40.51.726735,KERNEL,INFO,2005-06-05 05:40:51.726735,4,788.39017,5
1117976658,2005.06.05,R36-M1-N8-C:J17-U01,2005-06-05-06.04.18.406158,KERNEL,INFO,2005-06-05 06:04:18.406158,4,1406.679423,6
1117977497,2005.06.05,R33-M1-NB-C:J06-U01,2005-06-05-06.18.17.802159,KERNEL,INFO,2005-06-05 06:18:17.802159,4,839.396001,6
1117979227,2005.06.05,R01-M1-N7-C:J04-U11,2005-06-05-06.47.07.157021,KERNEL,INFO,2005-06-05 06:47:07.157021,4,1729.354862,6
1117982609,2005.06.05,R35-M1-NE-C:J05-U01,2005-06-05-07.43.29.979844,KERNEL,INFO,2005-06-05 07:43:29.979844,4,3382.822823,7
1117984124,2005.06.05,R36-M1-NF-C:J11-U01,2005-06-05-08.08.44.281729,KERNEL,INFO,2005-06-05 08:08:44.281729,4,1514.301885,8
1117984130,2005.06.05,R37-M1-NE-C:J13-U01,2005-06-05-08.08.50.547117,KERNEL,INFO,2005-06-05 08:08:50.547117,4,6.265388,8
1117984216,2005.06.05,R32-M1-N4-C:J16-U01,2005-06-05-08.10.16.270131,KERNEL,INFO,2005-06-05 08:10:16.270131,4,85.723014,8
1117984246,2005.06.05,R30-M1-N3-C:J02-U01,2005-06-05-08.10.46.344235,KERNEL,FATAL,2005-06-05 08:10:46.344235,5,30.074104,8
1117985401,2005.06.05,R34-M1-NE-C:J02-U01,2005-06-05-08.30.01.873693,KERNEL,INFO,2005-06-05 08:30:01.873693,4,1155.529458,8
1117985413,2005.06.05,R31-M1-N7-C:J05-U11,2005-06-05-08.30.13.824307,KERNEL,INFO,2005-06-05 08:30:13.824307,4,11.950614,8
1117985464,2005.06.05,R32-M0-NF-C:J10-U01,2005-06-05-08.31.04.464776,KERNEL,INFO,2005-06-05 08:31:04.464776,4,50.640469,8
1117985533,2005.06.05,R34-M1-NC-C:J06-U11,2005-06-05-08.32.13.659715,KERNEL,INFO,2005-06-05 08:32:13.659715,4,69.194939,8
1117985547,2005.06.05,R31-M1-NC-C:J14-U11,2005-06-05-08.32.27.814949,KERNEL,INFO,2005-06-05 08:32:27.814949,4,14.155234,8
1117987420,2005.06.05,R37-M0-N7-C:J08-U11,2005-06-05-09.03.40.673488,KERNEL,INFO,2005-06-05 09:03:40.673488,4,1872.858539,9
1117988266,2005.06.05,R34-M1-NA-C:J07-U11,2005-06-05-09.17.46.225683,KERNEL,INFO,2005-06-05 09:17:46.225683,4,845.552195,9
1117988286,2005.06.05,R33-M1-N8-C:J09-U11,2005-06-05-09.18.06.694851,KERNEL,INFO,2005-06-05 09:18:06.694851,4,20.469168,9
1117988416,2005.06.05,R30-M1-N3-C:J10-U01,2005-06-05-09.20.16.681318,KERNEL,INFO,2005-06-05 09:20:16.681318,4,129.986467,9
1117988443,2005.06.05,R32-M1-N5-C:J17-U01,2005-06-05-09.20.43.944594,KERNEL,INFO,2005-06-05 09:20:43.944594,4,27.263276,9
1117989483,2005.06.05,R37-M0-N3-C:J14-U01,2005-06-05-09.38.03.456120,KERNEL,INFO,2005-06-05 09:38:03.456120,4,1039.511526,9
1117989508,2005.06.05,R36-M0-NA-C:J17-U01,2005-06-05-09.38.28.957918,KERNEL,INFO,2005-06-05 09:38:28.957918,4,25.501798,9
1117989530,2005.06.05,R33-M0-N6-C:J08-U11,2005-06-05-09.38.50.430385,KERNEL,INFO,2005-06-05 09:38:50.430385,4,21.472467,9
1117989577,2005.06.05,R30-M0-ND-C:J07-U01,2005-06-05-09.39.37.590924,KERNEL,INFO,2005-06-05 09:39:37.590924,4,47.160539,9
1117989594,2005.06.05,R35-M0-N5-C:J17-U11,2005-06-05-09.39.54.210760,KERNEL,INFO,2005-06-05 09:39:54.210760,4,16.619836,9
1117989601,2005.06.05,R32-M0-N2-C:J15-U01,2005-06-05-09.40.01.191177,KERNEL,INFO,2005-06-05 09:40:01.191177,4,6.980417,9
1117989617,2005.06.05,R35-M1-ND-C:J10-U11,2005-06-05-09.40.17.352982,KERNEL,INFO,2005-06-05 09:40:17.352982,4,16.161805,9
1117990886,2005.06.05,R36-M1-ND-C:J13-U01,2005-06-05-10.01.26.040379,KERNEL,INFO,2005-06-05 10:01:26.040379,4,1268.687397,10
1117990951,2005.06.05,R31-M1-NF-C:J15-U01,2005-06-05-10.02.31.242619,KERNEL,INFO,2005-06-05 10:02:31.242619,4,65.20224,10
1117990980,2005.06.05,R34-M0-ND-C:J03-U01,2005-06-05-10.03.00.195528,KERNEL,INFO,2005-06-05 10:03:00.195528,4,28.952909,10
1117991006,2005.06.05,R32-M0-N9-C:J17-U01,2005-06-05-10.03.26.884113,KERNEL,INFO,2005-06-05 10:03:26.884113,4,26.688585,10
1117991046,2005.06.05,R30-M0-N0-C:J17-U01,2005-06-05-10.04.06.326828,KERNEL,INFO,2005-06-05 10:04:06.326828,4,39.442715,10
1117992519,2005.06.05,R37-M1-N3-C:J05-U11,2005-06-05-10.28.39.717587,KERNEL,INFO,2005-06-05 10:28:39.717587,4,1473.390759,10
1117992553,2005.06.05,R30-M1-NB-C:J17-U11,2005-06-05-10.29.13.196439,KERNEL,INFO,2005-06-05 10:29:13.196439,4,33.478852,10
1118070512,2005.06.06,R01-M1-NB-C:J03-U11,2005-06-06-08.08.32.984716,KERNEL,INFO,2005-06-06 08:08:32.984716,3,77959.788277,8
1118070518,2005.06.06,R01-M1-ND-C:J15-U11,2005-06-06-08.08.38.414458,KERNEL,INFO,2005-06-06 08:08:38.414458,3,5.429742,8
1118079221,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-10.33.41.093251,KERNEL,INFO,2005-06-06 10:33:41.093251,1,8702.678793,10
1118079403,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-10.36.43.705821,KERNEL,INFO,2005-06-06 10:36:43.705821,1,182.61257,10
1118080420,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-10.53.40.701796,KERNEL,INFO,2005-06-06 10:53:40.701796,1,1016.995975,10
1118080480,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-10.54.40.382678,KERNEL,INFO,2005-06-06 10:54:40.382678,1,59.680882,10
1118080909,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-11.01.49.223879,KERNEL,INFO,2005-06-06 11:01:49.223879,1,428.841201,11
1118081048,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-11.04.08.452393,KERNEL,INFO,2005-06-06 11:04:08.452393,1,139.228514,11
1118081391,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-11.09.51.751862,KERNEL,INFO,2005-06-06 11:09:51.751862,1,343.299469,11
1118081467,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-11.11.07.787886,KERNEL,INFO,2005-06-06 11:11:07.787886,1,76.036024,11
1118112603,2005.06.06,R22-M0-N0-C:J08-U11,2005-06-06-19.50.03.669394,KERNEL,INFO,2005-06-06 19:50:03.669394,4,31135.881508,19
1118112604,2005.06.06,R22-M0-N4-C:J08-U11,2005-06-06-19.50.04.552706,KERNEL,INFO,2005-06-06 19:50:04.552706,4,0.883312,19
1118112700,2005.06.06,R23-M0-N0-I:J18-U01,2005-06-06-19.51.40.376079,KERNEL,INFO,2005-06-06 19:51:40.376079,6,95.823373,19
1118114656,2005.06.06,R24-M1-N9-C:J15-U01,2005-06-06-20.24.16.345770,KERNEL,INFO,2005-06-06 20:24:16.345770,4,1955.969691,20
1118122888,2005.06.06,R25-M1-N8-C:J06-U01,2005-06-06-22.41.28.143013,KERNEL,INFO,2005-06-06 22:41:28.143013,4,8231.797243,22
1118149549,2005.06.07,R20-M0-N2-C:J09-U01,2005-06-07-06.05.49.961844,KERNEL,INFO,2005-06-07 06:05:49.961844,4,26661.818831,6
1118149569,2005.06.07,R21-M0-NB-C:J06-U01,2005-06-07-06.06.09.288228,KERNEL,INFO,2005-06-07 06:06:09.288228,4,19.326384,6
1118149570,2005.06.07,R24-M0-NA-C:J15-U11,2005-06-07-06.06.10.391269,KERNEL,INFO,2005-06-07 06:06:10.391269,4,1.103041,6
1118149783,2005.06.07,R20-M1-N5-C:J06-U01,2005-06-07-06.09.43.355329,KERNEL,INFO,2005-06-07 06:09:43.355329,4,212.96406,6
1118149821,2005.06.07,R20-M1-N4-C:J09-U01,2005-06-07-06.10.21.214757,KERNEL,INFO,2005-06-07 06:10:21.214757,4,37.859428,6
1118172013,2005.06.07,R35-M0-N7-C:J10-U11,2005-06-07-12.20.13.966416,KERNEL,INFO,2005-06-07 12:20:13.966416,4,22192.751659,12
1118172017,2005.06.07,R35-M1-NE-C:J09-U01,2005-06-07-12.20.17.344136,KERNEL,INFO,2005-06-07 12:20:17.344136,4,3.37772,12
1118172099,2005.06.07,R32-M1-N9-C:J11-U11,2005-06-07-12.21.39.208896,KERNEL,INFO,2005-06-07 12:21:39.208896,4,81.86476,12
1118172125,2005.06.07,R36-M1-N8-C:J17-U11,2005-06-07-12.22.05.196450,KERNEL,INFO,2005-06-07 12:22:05.196450,4,25.987554,12
1118172147,2005.06.07,R35-M0-NC-C:J03-U11,2005-06-07-12.22.27.613809,KERNEL,INFO,2005-06-07 12:22:27.613809,4,22.417359,12
1118172690,2005.06.07,R35-M0-N5-C:J10-U11,2005-06-07-12.31.30.918396,KERNEL,INFO,2005-06-07 12:31:30.918396,4,543.304587,12
1118183497,2005.06.07,R34-M0-N7-C:J09-U11,2005-06-07-15.31.37.435791,KERNEL,INFO,2005-06-07 15:31:37.435791,4,10806.517395,15
1118183566,2005.06.07,R36-M0-N0-C:J11-U01,2005-06-07-15.32.46.334191,KERNEL,INFO,2005-06-07 15:32:46.334191,4,68.8984,15
1118193358,2005.06.07,R11-M0-NC-I:J18-U01,2005-06-07-18.15.58.583443,APP,FATAL,2005-06-07 18:15:58.583443,7,9792.249252,18
1118207879,2005.06.07,R17-M1-N7-C:J15-U11,2005-06-07-22.17.59.587113,KERNEL,INFO,2005-06-07 22:17:59.587113,4,14521.00367,22
1118207897,2005.06.07,R16-M1-NC-C:J06-U11,2005-06-07-22.18.17.203831,KERNEL,INFO,2005-06-07 22:18:17.203831,4,17.616718,22
1118251556,2005.06.08,R16-M1-N2-C:J12-U01,2005-06-08-10.25.56.322381,KERNEL,INFO,2005-06-08 10:25:56.322381,3,43659.11855,10
1118271740,2005.06.08,R03-M1-N9-C:J09-U11,2005-06-08-16.02.20.600478,KERNEL,INFO,2005-06-08 16:02:20.600478,8,20184.278097,16
1118285722,2005.06.08,R15-M1-N6-C:J04-U11,2005-06-08-19.55.22.798062,KERNEL,INFO,2005-06-08 19:55:22.798062,3,13982.197584,19
1118290076,2005.06.08,R27-M0-ND-C:J10-U01,2005-06-08-21.07.56.397001,KERNEL,INFO,2005-06-08 21:07:56.397001,4,4353.598939,21
1118290077,2005.06.08,R27-M1-N6-C:J04-U01,2005-06-08-21.07.57.879112,KERNEL,INFO,2005-06-08 21:07:57.879112,4,1.482111,21
1118292507,2005.06.08,R26-M0-NB-C:J09-U11,2005-06-08-21.48.27.952411,KERNEL,INFO,2005-06-08 21:48:27.952411,4,2430.073299,21
1118301090,2005.06.09,R21-M1-NA-C:J07-U11,2005-06-09-00.11.30.925676,KERNEL,INFO,2005-06-09 00:11:30.925676,4,8582.973265,0
1118343776,2005.06.09,R16-M1-N1-C:J12-U01,2005-06-09-12.02.56.706796,KERNEL,INFO,2005-06-09 12:02:56.706796,4,42685.78112,12
1118343816,2005.06.09,R07-M1-NE-C:J06-U01,2005-06-09-12.03.36.113136,KERNEL,INFO,2005-06-09 12:03:36.113136,4,39.40634,12
1118343958,2005.06.09,R23-M1-NA-C:J17-U11,2005-06-09-12.05.58.258567,KERNEL,INFO,2005-06-09 12:05:58.258567,4,142.145431,12
1118351098,2005.06.09,R16-M1-N2-C:J17-U01,2005-06-09-14.04.58.329635,KERNEL,INFO,2005-06-09 14:04:58.329635,3,7140.071068,14
1118354046,2005.06.09,R24-M1-N6-C:J07-U11,2005-06-09-14.54.06.957120,KERNEL,INFO,2005-06-09 14:54:06.957120,4,2948.627485,14
1118354070,2005.06.09,R25-M1-N8-C:J05-U11,2005-06-09-14.54.30.103580,KERNEL,INFO,2005-06-09 14:54:30.103580,4,23.14646,14
1118363168,2005.06.09,R16-M1-N2-C:J17-U01,2005-06-09-17.26.08.386218,KERNEL,INFO,2005-06-09 17:26:08.386218,3,9098.282638,17
1118371043,2005.06.09,R11-M0-N7-C:J16-U11,2005-06-09-19.37.23.866536,KERNEL,INFO,2005-06-09 19:37:23.866536,4,7875.480318,19
1118371064,2005.06.09,R00-M1-N6-C:J12-U01,2005-06-09-19.37.44.455502,KERNEL,INFO,2005-06-09 19:37:44.455502,4,20.588966,19
1118686962,2005.06.13,R26-M0-NB-C:J07-U01,2005-06-13-11.22.42.601119,KERNEL,INFO,2005-06-13 11:22:42.601119,3,315898.145617,11
1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,KERNEL,INFO,2005-06-13 14:57:30.126106,9,12887.524987,14
1118709955,2005.06.13,R10-M0-N1-C:J17-U11,2005-06-13-17.45.55.674418,KERNEL,FATAL,2005-06-13 17:45:55.674418,10,10105.548312,17
1118709996,2005.06.13,R12-M1-NB-C:J09-U01,2005-06-13-17.46.36.623273,KERNEL,FATAL,2005-06-13 17:46:36.623273,10,40.948855,17
1118710134,2005.06.13,R04-M1-N1-C:J11-U11,2005-06-13-17.48.54.474557,KERNEL,FATAL,2005-06-13 17:48:54.474557,10,137.851284,17
1118710233,2005.06.13,R01-M0-NE-C:J17-U11,2005-06-13-17.50.33.240802,KERNEL,FATAL,2005-06-13 17:50:33.240802,10,98.766245,17
1118710289,2005.06.13,R16-M0-N8-C:J02-U11,2005-06-13-17.51.29.224900,KERNEL,FATAL,2005-06-13 17:51:29.224900,10,55.984098,17
1118710341,2005.06.13,R02-M0-N8-C:J08-U11,2005-06-13-17.52.21.811586,KERNEL,FATAL,2005-06-13 17:52:21.811586,10,52.586686,17
1118710403,2005.06.13,R06-M0-N8-C:J13-U11,2005-06-13-17.53.23.965757,KERNEL,FATAL,2005-06-13 17:53:23.965757,10,62.154171,17
1118732642,2005.06.14,R33-M0-NF-C:J07-U11,2005-06-14-00.04.02.552133,KERNEL,INFO,2005-06-14 00:04:02.552133,4,22238.586376,0
1118758243,2005.06.14,R36-M0-N0-C:J04-U11,2005-06-14-07.10.43.523299,KERNEL,INFO,2005-06-14 07:10:43.523299,4,25600.971166,7
1118758269,2005.06.14,R31-M0-NE-C:J15-U11,2005-06-14-07.11.09.281175,KERNEL,INFO,2005-06-14 07:11:09.281175,4,25.757876,7
1118758278,2005.06.14,R37-M1-NF-C:J11-U11,2005-06-14-07.11.18.222056,KERNEL,INFO,2005-06-14 07:11:18.222056,4,8.940881,7
1118758308,2005.06.14,R32-M0-N3-C:J11-U01,2005-06-14-07.11.48.689764,KERNEL,INFO,2005-06-14 07:11:48.689764,4,30.467708,7
1118765676,2005.06.14,R16-M1-N2-C:J07-U01,2005-06-14-09.14.36.498843,KERNEL,FATAL,2005-06-14 09:14:36.498843,10,7367.809079,9
1118765746,2005.06.14,R17-M1-N1-C:J12-U11,2005-06-14-09.15.46.266882,KERNEL,FATAL,2005-06-14 09:15:46.266882,10,69.768039,9
1118765795,2005.06.14,R16-M1-N9-C:J16-U11,2005-06-14-09.16.35.364588,KERNEL,FATAL,2005-06-14 09:16:35.364588,10,49.097706,9
1118765825,2005.06.14,R13-M0-NA-C:J15-U01,2005-06-14-09.17.05.516605,KERNEL,FATAL,2005-06-14 09:17:05.516605,10,30.152017,9
1118765858,2005.06.14,R11-M0-N7-C:J10-U01,2005-06-14-09.17.38.154403,KERNEL,FATAL,2005-06-14 09:17:38.154403,10,32.637798,9
1118766090,2005.06.14,R00-M0-N0-C:J13-U11,2005-06-14-09.21.30.885300,KERNEL,FATAL,2005-06-14 09:21:30.885300,10,232.730897,9
1118766119,2005.06.14,R02-M1-NC-C:J08-U11,2005-06-14-09.21.59.021659,KERNEL,FATAL,2005-06-14 09:21:59.021659,10,28.136359,9
1118766139,2005.06.14,R07-M0-NC-C:J10-U01,2005-06-14-09.22.19.720208,KERNEL,FATAL,2005-06-14 09:22:19.720208,10,20.698549,9
1118766833,2005.06.14,R24-M1-ND-C:J11-U11,2005-06-14-09.33.53.107913,KERNEL,FATAL,2005-06-14 09:33:53.107913,10,693.387705,9
1118766935,2005.06.14,R20-M1-NC-C:J05-U01,2005-06-14-09.35.35.569986,KERNEL,FATAL,2005-06-14 09:35:35.569986,10,102.462073,9
1118767015,2005.06.14,R24-M1-N3-C:J16-U01,2005-06-14-09.36.55.370589,KERNEL,FATAL,2005-06-14 09:36:55.370589,11,79.800603,9
1118767049,2005.06.14,R25-M1-N3-C:J16-U01,2005-06-14-09.37.29.304192,KERNEL,FATAL,2005-06-14 09:37:29.304192,11,33.933603,9
1118767283,2005.06.14,R20-M1-N3-C:J14-U01,2005-06-14-09.41.23.815131,KERNEL,FATAL,2005-06-14 09:41:23.815131,12,234.510939,9
1118767320,2005.06.14,R25-M1-N9-C:J06-U11,2005-06-14-09.42.00.555171,KERNEL,FATAL,2005-06-14 09:42:00.555171,12,36.74004,9
1118767381,2005.06.14,R20-M0-N2-C:J13-U11,2005-06-14-09.43.01.478244,KERNEL,FATAL,2005-06-14 09:43:01.478244,13,60.923073,9
1118768017,2005.06.14,R21-M1-NB-C:J12-U01,2005-06-14-09.53.37.560823,KERNEL,FATAL,2005-06-14 09:53:37.560823,10,636.082579,9
1118768070,2005.06.14,R24-M1-N7-C:J08-U01,2005-06-14-09.54.30.228119,KERNEL,FATAL,2005-06-14 09:54:30.228119,10,52.667296,9
1118768111,2005.06.14,R20-M1-N7-C:J16-U01,2005-06-14-09.55.11.455484,KERNEL,FATAL,2005-06-14 09:55:11.455484,11,41.227365,9
1118768158,2005.06.14,R25-M0-NF-C:J05-U01,2005-06-14-09.55.58.097920,KERNEL,FATAL,2005-06-14 09:55:58.097920,11,46.642436,9
1118768162,2005.06.14,R25-M0-ND-C:J04-U01,2005-06-14-09.56.02.974678,KERNEL,FATAL,2005-06-14 09:56:02.974678,11,4.876758,9
1118768186,2005.06.14,R24-M1-N6-C:J11-U01,2005-06-14-09.56.26.940016,KERNEL,FATAL,2005-06-14 09:56:26.940016,11,23.965338,9
1118768357,2005.06.14,R25-M0-N3-C:J13-U11,2005-06-14-09.59.17.720736,KERNEL,FATAL,2005-06-14 09:59:17.720736,12,170.78072,9
1118769450,2005.06.14,R26-M0-N9-C:J12-U01,2005-06-14-10.17.30.392758,KERNEL,FATAL,2005-06-14 10:17:30.392758,11,1092.672022,10
1118769489,2005.06.14,R20-M0-N3-C:J06-U01,2005-06-14-10.18.09.061481,KERNEL,FATAL,2005-06-14 10:18:09.061481,10,38.668723,10
1118769530,2005.06.14,R27-M1-NA-C:J16-U11,2005-06-14-10.18.50.161104,KERNEL,FATAL,2005-06-14 10:18:50.161104,14,41.099623,10
1118769561,2005.06.14,R26-M0-N4-C:J16-U01,2005-06-14-10.19.21.829677,KERNEL,FATAL,2005-06-14 10:19:21.829677,14,31.668573,10
1118769562,2005.06.14,R26-M0-N0-C:J04-U11,2005-06-14-10.19.22.998644,KERNEL,FATAL,2005-06-14 10:19:22.998644,14,1.168967,10
1118769574,2005.06.14,R26-M1-NC-C:J13-U11,2005-06-14-10.19.34.342222,KERNEL,FATAL,2005-06-14 10:19:34.342222,14,11.343578,10
1118769649,2005.06.14,R26-M0-N5-C:J08-U01,2005-06-14-10.20.49.630306,KERNEL,FATAL,2005-06-14 10:20:49.630306,13,75.288084,10
1118769697,2005.06.14,R26-M0-N0-C:J02-U01,2005-06-14-10.21.37.752462,KERNEL,FATAL,2005-06-14 10:21:37.752462,13,48.122156,10
1118769705,2005.06.14,R21-M1-N4-C:J10-U01,2005-06-14-10.21.45.802128,KERNEL,FATAL,2005-06-14 10:21:45.802128,11,8.049666,10
1118769811,2005.06.14,R25-M1-N3-C:J16-U01,2005-06-14-10.23.31.130281,KERNEL,FATAL,2005-06-14 10:23:31.130281,14,105.328153,10
1118769984,2005.06.14,R20-M1-N8-C:J08-U11,2005-06-14-10.26.24.461952,KERNEL,FATAL,2005-06-14 10:26:24.461952,12,173.331671,10
1118769991,2005.06.14,R26-M0-NA-C:J04-U11,2005-06-14-10.26.31.242578,KERNEL,FATAL,2005-06-14 10:26:31.242578,15,6.780626,10
1118769993,2005.06.14,R20-M0-N4-C:J15-U01,2005-06-14-10.26.33.758477,KERNEL,FATAL,2005-06-14 10:26:33.758477,12,2.515899,10
1118769997,2005.06.14,R26-M0-N2-C:J05-U01,2005-06-14-10.26.37.865134,KERNEL,FATAL,2005-06-14 10:26:37.865134,15,4.106657,10
1118770028,2005.06.14,R20-M0-ND-C:J05-U01,2005-06-14-10.27.08.151309,KERNEL,FATAL,2005-06-14 10:27:08.151309,13,30.286175,10
1118770101,2005.06.14,R21-M1-N6-C:J03-U11,2005-06-14-10.28.21.217840,KERNEL,FATAL,2005-06-14 10:28:21.217840,13,73.066531,10
1118770227,2005.06.14,R25-M1-N6-C:J15-U11,2005-06-14-10.30.27.419268,KERNEL,FATAL,2005-06-14 10:30:27.419268,13,126.201428,10
1118770236,2005.06.14,R25-M1-N3-C:J14-U11,2005-06-14-10.30.36.559680,KERNEL,FATAL,2005-06-14 10:30:36.559680,13,9.140412,10
1118770309,2005.06.14,R20-M1-NB-C:J03-U11,2005-06-14-10.31.49.464584,KERNEL,FATAL,2005-06-14 10:31:49.464584,13,72.904904,10
1118770375,2005.06.14,R27-M0-N3-C:J15-U01,2005-06-14-10.32.55.359107,KERNEL,FATAL,2005-06-14 10:32:55.359107,13,65.894523,10
1118770603,2005.06.14,R24-M1-NE-C:J15-U11,2005-06-14-10.36.43.928442,KERNEL,FATAL,2005-06-14 10:36:43.928442,16,228.569335,10
1118770625,2005.06.14,R20-M0-NF-C:J07-U01,2005-06-14-10.37.05.332040,KERNEL,FATAL,2005-06-14 10:37:05.332040,16,21.403598,10
1118770646,2005.06.14,R27-M1-N9-C:J11-U11,2005-06-14-10.37.26.925212,KERNEL,FATAL,2005-06-14 10:37:26.925212,17,21.593172,10
1118770918,2005.06.14,R24-M0-N5-C:J05-U01,2005-06-14-10.41.58.776391,KERNEL,FATAL,2005-06-14 10:41:58.776391,15,271.851179,10
1118770954,2005.06.14,R26-M0-N4-C:J15-U11,2005-06-14-10.42.34.598602,KERNEL,FATAL,2005-06-14 10:42:34.598602,18,35.822211,10
1118770989,2005.06.14,R21-M1-N4-C:J17-U11,2005-06-14-10.43.09.420211,KERNEL,FATAL,2005-06-14 10:43:09.420211,15,34.821609,10
1118771001,2005.06.14,R25-M0-N8-C:J16-U11,2005-06-14-10.43.21.406138,KERNEL,FATAL,2005-06-14 10:43:21.406138,15,11.985927,10
1118771001,2005.06.14,R26-M1-NF-C:J11-U11,2005-06-14-10.43.21.582308,KERNEL,FATAL,2005-06-14 10:43:21.582308,19,0.17617,10
1118771007,2005.06.14,R27-M0-N2-C:J12-U11,2005-06-14-10.43.27.316459,KERNEL,FATAL,2005-06-14 10:43:27.316459,19,5.734151,10
1118771014,2005.06.14,R27-M1-NF-C:J03-U11,2005-06-14-10.43.34.293126,KERNEL,FATAL,2005-06-14 10:43:34.293126,19,6.976667,10
1118771075,2005.06.14,R24-M0-NF-C:J09-U01,2005-06-14-10.44.35.353282,KERNEL,FATAL,2005-06-14 10:44:35.353282,20,61.060156,10
1118771085,2005.06.14,R27-M1-ND-C:J09-U01,2005-06-14-10.44.45.851799,KERNEL,FATAL,2005-06-14 10:44:45.851799,21,10.498517,10
1118771098,2005.06.14,R26-M1-N4-C:J13-U11,2005-06-14-10.44.58.632865,KERNEL,FATAL,2005-06-14 10:44:58.632865,21,12.781066,10
1118771115,2005.06.14,R26-M0-N5-C:J11-U11,2005-06-14-10.45.15.849740,KERNEL,FATAL,2005-06-14 10:45:15.849740,22,17.216875,10
1118771259,2005.06.14,R24-M0-NA-C:J16-U11,2005-06-14-10.47.39.811377,KERNEL,FATAL,2005-06-14 10:47:39.811377,13,143.961637,10
